Navn,Stasjon,Tid,Nedbør,Lufttemperatur,Vindretning,Middelvind
Høvringen II,SN16271,12.04.2021 07:00,0,-4.8,267,1.6
Høvringen II,SN16271,12.04.2021 08:00,0.2,-4.6,259,2.5
Høvringen II,SN16271,12.04.2021 09:00,0.2,-4.1,266,5.2
Høvringen II,SN16271,12.04.2021 10:00,0.1,-3.2,264,2.5
Høvringen II,SN16271,12.04.2021 11:00,0.1,-3.5,284,3
Høvringen II,SN16271,12.04.2021 12:00,0.2,-4,299,5.6
Høvringen II,SN16271,12.04.2021 13:00,0.3,-4.2,311,7.5
Høvringen II,SN16271,12.04.2021 14:00,0.2,-4.1,315,8.4
Høvringen II,SN16271,12.04.2021 15:00,0.2,-4.4,308,7.7
Høvringen II,SN16271,12.04.2021 16:00,0.2,-4.4,303,6.6
Høvringen II,SN16271,12.04.2021 17:00,0.2,-4.9,312,7.8
Høvringen II,SN16271,12.04.2021 18:00,0.3,-4.9,280,3.5
Høvringen II,SN16271,12.04.2021 19:00,0.4,-5.3,281,2.8
Høvringen II,SN16271,12.04.2021 20:00,0.3,-5.3,293,4.9
Høvringen II,SN16271,12.04.2021 21:00,0.2,-5,285,3.5
Høvringen II,SN16271,12.04.2021 22:00,0.1,-5.2,294,5.2
Høvringen II,SN16271,12.04.2021 23:00,0.1,-5.3,295,5.4
Høvringen II,SN16271,13.04.2021 00:00,0,-5.4,292,4.8
Høvringen II,SN16271,13.04.2021 01:00,0,-5.6,290,4.2
Høvringen II,SN16271,13.04.2021 02:00,0,-5.5,288,3.7
Høvringen II,SN16271,13.04.2021 03:00,0,-5.5,276,3.3
Høvringen II,SN16271,13.04.2021 04:00,0,-5.6,292,4.5
Høvringen II,SN16271,13.04.2021 05:00,0,-5.8,279,2.8
Høvringen II,SN16271,13.04.2021 06:00,0,-5.9,276,2.1
Høvringen II,SN16271,13.04.2021 07:00,0,-5.4,277,3.4
Høvringen II,SN16271,13.04.2021 08:00,0.1,-5,278,4
Høvringen II,SN16271,13.04.2021 09:00,0,-4.6,284,4
Høvringen II,SN16271,13.04.2021 10:00,0.1,-4,285,5.9
Høvringen II,SN16271,13.04.2021 11:00,0,-3.3,285,5.8
Høvringen II,SN16271,13.04.2021 12:00,0,-2.7,285,6.3
Høvringen II,SN16271,13.04.2021 13:00,0,-2.6,286,6.5
Høvringen II,SN16271,13.04.2021 14:00,0,-2.7,287,6.6
Høvringen II,SN16271,13.04.2021 15:00,0,-2.7,284,6.8
Høvringen II,SN16271,13.04.2021 16:00,0,-2.7,283,6
Høvringen II,SN16271,13.04.2021 17:00,0,-3.7,285,5.4
Høvringen II,SN16271,13.04.2021 18:00,0,-3.7,280,4.8
Høvringen II,SN16271,13.04.2021 19:00,0,-4.7,281,4.2
Høvringen II,SN16271,13.04.2021 20:00,0,-5,283,4.5
Høvringen II,SN16271,13.04.2021 21:00,0.1,-5.5,282,4.1
Høvringen II,SN16271,13.04.2021 22:00,0,-5.9,269,1.2
Høvringen II,SN16271,13.04.2021 23:00,0,-5.4,279,2.4
Høvringen II,SN16271,14.04.2021 00:00,0,-5.1,283,4
Høvringen II,SN16271,14.04.2021 01:00,0,-5.5,285,3.3
Høvringen II,SN16271,14.04.2021 02:00,0,-7.9,277,1.9
Høvringen II,SN16271,14.04.2021 03:00,0,-6.7,274,0.9
Høvringen II,SN16271,14.04.2021 04:00,0,-6.3,264,1.7
Høvringen II,SN16271,14.04.2021 05:00,0,-5.1,272,0.5
Høvringen II,SN16271,14.04.2021 06:00,0,-5.2,273,1.6
Høvringen II,SN16271,14.04.2021 07:00,0,-4.5,277,2.8
Høvringen II,SN16271,14.04.2021 08:00,0,-3.4,276,1.6
Høvringen II,SN16271,14.04.2021 09:00,0.2,-3.1,265,3.8
Høvringen II,SN16271,14.04.2021 10:00,0.1,-2.2,281,2.9
Høvringen II,SN16271,14.04.2021 11:00,0,-1.9,283,4.7
Høvringen II,SN16271,14.04.2021 12:00,0,-1.5,282,3.3
Høvringen II,SN16271,14.04.2021 13:00,0,-0.7,283,3.1
Høvringen II,SN16271,14.04.2021 14:00,0,-1.2,280,2.7
Høvringen II,SN16271,14.04.2021 15:00,0,-1.2,289,3.7
Høvringen II,SN16271,14.04.2021 16:00,0,-1,287,3.3
Høvringen II,SN16271,14.04.2021 17:00,0,-0.6,292,4.3
Høvringen II,SN16271,14.04.2021 18:00,0,-1.3,279,2.7
Høvringen II,SN16271,14.04.2021 19:00,0,-2.1,283,2.5
Høvringen II,SN16271,14.04.2021 20:00,0,-2.4,278,2.1
Høvringen II,SN16271,14.04.2021 21:00,0,-2.7,279,2.3
Høvringen II,SN16271,14.04.2021 22:00,0,-2.8,281,2.3
Høvringen II,SN16271,14.04.2021 23:00,0,-3.5,278,1.7
Høvringen II,SN16271,15.04.2021 00:00,0,-8.5,267,1
Høvringen II,SN16271,15.04.2021 01:00,0,-9.4,272,1
Høvringen II,SN16271,15.04.2021 02:00,0,-9,264,1.6
Høvringen II,SN16271,15.04.2021 03:00,0,-10.1,269,0.9
Høvringen II,SN16271,15.04.2021 04:00,0,-9.6,270,0.5
Høvringen II,SN16271,15.04.2021 05:00,0,-9.1,276,1.7
Høvringen II,SN16271,15.04.2021 06:00,0,-9.5,274,1.2
Høvringen II,SN16271,15.04.2021 07:00,0,-7.7,269,0.7
Høvringen II,SN16271,15.04.2021 08:00,0,-7,265,1.6
Høvringen II,SN16271,15.04.2021 09:00,0,-5,272,1.5
Høvringen II,SN16271,15.04.2021 10:00,0,-2.5,270,1.8
Høvringen II,SN16271,15.04.2021 11:00,0,-1.2,273,2.2
Høvringen II,SN16271,15.04.2021 12:00,0,-0.5,266,1.6
Høvringen II,SN16271,15.04.2021 13:00,0,0.3,272,2.8
Høvringen II,SN16271,15.04.2021 14:00,0,1.2,263,1.5
Høvringen II,SN16271,15.04.2021 15:00,0,3.7,270,0.6
Høvringen II,SN16271,15.04.2021 16:00,0,0.7,281,3.2
Høvringen II,SN16271,15.04.2021 17:00,0,-0.9,260,2.3
Høvringen II,SN16271,15.04.2021 18:00,0,-1.3,260,2.4
Høvringen II,SN16271,15.04.2021 19:00,0,-2.5,255,3.5
Høvringen II,SN16271,15.04.2021 20:00,0,-4,274,1.6
Høvringen II,SN16271,15.04.2021 21:00,0,-3.9,268,3.4
Høvringen II,SN16271,15.04.2021 22:00,0,-4.4,258,3.2
Høvringen II,SN16271,15.04.2021 23:00,0,-6.8,267,2.4
Høvringen II,SN16271,16.04.2021 00:00,0,-6.3,268,1.4
Høvringen II,SN16271,16.04.2021 01:00,0,-4.8,261,2.4
Høvringen II,SN16271,16.04.2021 02:00,0,-4.8,274,1.2
Høvringen II,SN16271,16.04.2021 03:00,0,-3.8,275,1.2
Høvringen II,SN16271,16.04.2021 04:00,0,-4.2,276,1.4
Høvringen II,SN16271,16.04.2021 05:00,0,-4.6,271,1.9
Høvringen II,SN16271,16.04.2021 06:00,0,-5.1,251,3.9
Høvringen II,SN16271,16.04.2021 07:00,0,-3.1,253,3.6
Høvringen II,SN16271,16.04.2021 08:00,0,-2.3,254,3.5
Høvringen II,SN16271,16.04.2021 09:00,0,-0.8,256,3
Høvringen II,SN16271,16.04.2021 10:00,0,0.5,265,2.6
Høvringen II,SN16271,16.04.2021 11:00,0,1.8,266,2.5
Høvringen II,SN16271,16.04.2021 12:00,0,2,276,3.5
Høvringen II,SN16271,16.04.2021 13:00,0,2.4,274,3.7
Høvringen II,SN16271,16.04.2021 14:00,0,2.5,266,4.1
Høvringen II,SN16271,16.04.2021 15:00,0,2.7,266,4.2
Høvringen II,SN16271,16.04.2021 16:00,0,3,264,3.8
Høvringen II,SN16271,16.04.2021 17:00,0,2,264,3.5
Høvringen II,SN16271,16.04.2021 18:00,0,0.9,272,1.3
Høvringen II,SN16271,16.04.2021 19:00,0,-1,260,2.7
Høvringen II,SN16271,16.04.2021 20:00,0,-1.9,250,4
Høvringen II,SN16271,16.04.2021 21:00,0,-3.7,245,4.9
Høvringen II,SN16271,16.04.2021 22:00,0,-3.5,247,4.6
Høvringen II,SN16271,16.04.2021 23:00,0,-5.2,247,4.8
Høvringen II,SN16271,17.04.2021 00:00,0,-5.7,249,4.5
Høvringen II,SN16271,17.04.2021 01:00,0,-5.6,270,0.9
Høvringen II,SN16271,17.04.2021 02:00,0,-5.2,271,0.5
Høvringen II,SN16271,17.04.2021 03:00,0,-5.1,256,2.8
Høvringen II,SN16271,17.04.2021 04:00,0,-6.1,264,1.5
Høvringen II,SN16271,17.04.2021 05:00,0,-4.5,263,3.1
Høvringen II,SN16271,17.04.2021 06:00,0,-6,265,2.2
Høvringen II,SN16271,17.04.2021 07:00,0,-4.2,270,0.5
Høvringen II,SN16271,17.04.2021 08:00,0,-0.4,270,0.2
Høvringen II,SN16271,17.04.2021 09:00,0,0.1,269,0.7
Høvringen II,SN16271,17.04.2021 10:00,0,2.9,269,0.6
Høvringen II,SN16271,17.04.2021 11:00,0,4,270,0.8
Høvringen II,SN16271,17.04.2021 12:00,0,2.9,278,2.1
Høvringen II,SN16271,17.04.2021 13:00,0,3.7,278,3
Høvringen II,SN16271,17.04.2021 14:00,0,5,274,3.5
Høvringen II,SN16271,17.04.2021 15:00,0,5,273,4.2
Høvringen II,SN16271,17.04.2021 16:00,0,4.3,261,5
Høvringen II,SN16271,17.04.2021 17:00,0,4.2,261,4.3
Høvringen II,SN16271,17.04.2021 18:00,0,3.8,261,3.6
Høvringen II,SN16271,17.04.2021 19:00,0,1.8,252,3.8
Høvringen II,SN16271,17.04.2021 20:00,0,0.6,255,3.3
Høvringen II,SN16271,17.04.2021 21:00,0,0.1,255,3.3
Høvringen II,SN16271,17.04.2021 22:00,0,0.9,254,3.6
Høvringen II,SN16271,17.04.2021 23:00,0,-0.3,253,3.8
Høvringen II,SN16271,18.04.2021 00:00,0,-0.5,251,3.9
Høvringen II,SN16271,18.04.2021 01:00,0,-0.6,252,3.8
Høvringen II,SN16271,18.04.2021 02:00,0,0.4,247,4.5
Høvringen II,SN16271,18.04.2021 03:00,0,-0.7,254,3.6
Høvringen II,SN16271,18.04.2021 04:00,0,-0.5,254,3.4
Høvringen II,SN16271,18.04.2021 05:00,0,-0.7,253,3.6
Høvringen II,SN16271,18.04.2021 06:00,0,-1.1,246,4.9
Høvringen II,SN16271,18.04.2021 07:00,0,0.5,250,4.3
Høvringen II,SN16271,18.04.2021 08:00,0,2,244,5
Høvringen II,SN16271,18.04.2021 09:00,0,4.3,247,4.6
Høvringen II,SN16271,18.04.2021 10:00,0,4.9,256,3.7
Høvringen II,SN16271,18.04.2021 11:00,0,5.7,256,3.6
Høvringen II,SN16271,18.04.2021 12:00,0,6.3,266,4
Høvringen II,SN16271,18.04.2021 13:00,0,6.5,269,4.1
Høvringen II,SN16271,18.04.2021 14:00,0,6.9,268,4.4
Høvringen II,SN16271,18.04.2021 15:00,0,6.8,268,4.4
Høvringen II,SN16271,18.04.2021 16:00,0,6.9,268,4.7
Høvringen II,SN16271,18.04.2021 17:00,0,6.6,267,4.3
Høvringen II,SN16271,18.04.2021 18:00,0,5.6,264,4.3
Høvringen II,SN16271,18.04.2021 19:00,0,4.1,263,4.2
Høvringen II,SN16271,18.04.2021 20:00,0,3,263,1.6
Høvringen II,SN16271,18.04.2021 21:00,0,2.2,258,2.7
Høvringen II,SN16271,18.04.2021 22:00,0,1.9,253,3.9
Høvringen II,SN16271,18.04.2021 23:00,0,3,256,3.7
Høvringen II,SN16271,19.04.2021 00:00,0,-0.2,245,5.1
Høvringen II,SN16271,19.04.2021 01:00,0,1.6,248,4.5
Høvringen II,SN16271,19.04.2021 02:00,0,0,244,5.1
Høvringen II,SN16271,19.04.2021 03:00,0,-1,243,5.1
Høvringen II,SN16271,19.04.2021 04:00,0,-2,247,4.8
Høvringen II,SN16271,19.04.2021 05:00,0,-1.7,256,3.4
Høvringen II,SN16271,19.04.2021 06:00,0,-1.7,270,1.1
Høvringen II,SN16271,19.04.2021 07:00,0,0.8,253,3.6
Høvringen II,SN16271,19.04.2021 08:00,0,3.6,269,1.4
Høvringen II,SN16271,19.04.2021 09:00,0,4.1,253,3.5
Høvringen II,SN16271,19.04.2021 10:00,0,5.1,255,3.7
Høvringen II,SN16271,19.04.2021 11:00,0,6.1,261,3.2
Høvringen II,SN16271,19.04.2021 12:00,0,7,271,3.4
Høvringen II,SN16271,19.04.2021 13:00,0,7.6,270,3.2
Høvringen II,SN16271,19.04.2021 14:00,0,7.4,270,4.2
Høvringen II,SN16271,19.04.2021 15:00,0,7.3,260,4
Høvringen II,SN16271,19.04.2021 16:00,0,6.9,258,5.3
Høvringen II,SN16271,19.04.2021 17:00,0,6.4,259,5.5
Høvringen II,SN16271,19.04.2021 18:00,0,5.7,261,4.1
Høvringen II,SN16271,19.04.2021 19:00,0,4.7,250,4
Høvringen II,SN16271,19.04.2021 20:00,0,3.5,252,3.8
Høvringen II,SN16271,19.04.2021 21:00,0,3.2,252,3.7
Høvringen II,SN16271,19.04.2021 22:00,0,2.8,249,4.5
Høvringen II,SN16271,19.04.2021 23:00,0,3.2,251,4.1
Høvringen II,SN16271,20.04.2021 00:00,0,2.3,247,4.6
Høvringen II,SN16271,20.04.2021 01:00,0,2.4,247,4.5
Høvringen II,SN16271,20.04.2021 02:00,0,1.4,247,4.5
Høvringen II,SN16271,20.04.2021 03:00,0,-0.1,244,5
Høvringen II,SN16271,20.04.2021 04:00,0,0.6,242,5.4
Høvringen II,SN16271,20.04.2021 05:00,0,1,244,5
Høvringen II,SN16271,20.04.2021 06:00,0,2.5,259,3.5
Høvringen II,SN16271,20.04.2021 07:00,0,2.9,246,5.3
Høvringen II,SN16271,20.04.2021 08:00,0,3.8,252,4.9
Høvringen II,SN16271,20.04.2021 09:00,0,4,246,5.4
Høvringen II,SN16271,20.04.2021 10:00,0,5.5,244,5.3
Høvringen II,SN16271,20.04.2021 11:00,0,5.5,245,5.9
Høvringen II,SN16271,20.04.2021 12:00,0,6.7,236,6.5
Høvringen II,SN16271,20.04.2021 13:00,0,6.8,239,6.2
Høvringen II,SN16271,20.04.2021 14:00,0,7.4,242,5.9
Høvringen II,SN16271,20.04.2021 15:00,0,7.1,235,7.4
Høvringen II,SN16271,20.04.2021 16:00,0,6.2,239,6.9
Høvringen II,SN16271,20.04.2021 17:00,0,5.9,247,5.4
Høvringen II,SN16271,20.04.2021 18:00,0,5.4,237,8.4
Høvringen II,SN16271,20.04.2021 19:00,0,4.7,245,5.1
Høvringen II,SN16271,20.04.2021 20:00,0,4.2,232,7.9
Høvringen II,SN16271,20.04.2021 21:00,0,3.9,243,5.9
Høvringen II,SN16271,20.04.2021 22:00,0,2.7,269,2.8
Høvringen II,SN16271,20.04.2021 23:00,0,1,272,1.6
Høvringen II,SN16271,21.04.2021 00:00,0.3,0.9,281,4
Høvringen II,SN16271,21.04.2021 01:00,0,-0.6,274,2.3
Høvringen II,SN16271,21.04.2021 02:00,0.4,-1.8,272,0.5
Høvringen II,SN16271,21.04.2021 03:00,0.5,-2.9,274,1.7
Høvringen II,SN16271,21.04.2021 04:00,0,-2.6,275,3.5
Høvringen II,SN16271,21.04.2021 05:00,0,-4.2,280,2.5
Høvringen II,SN16271,21.04.2021 06:00,0,-4.2,280,2.8
Høvringen II,SN16271,21.04.2021 07:00,0,-2.6,286,4.2
Høvringen II,SN16271,21.04.2021 08:00,0,-1.9,287,3.8
Høvringen II,SN16271,21.04.2021 09:00,0,-0.4,286,4.6
Høvringen II,SN16271,21.04.2021 10:00,0,0.3,290,6.2
Høvringen II,SN16271,21.04.2021 11:00,0,0.8,292,7.5
Høvringen II,SN16271,21.04.2021 12:00,0,0.7,293,7.5
Høvringen II,SN16271,21.04.2021 13:00,0,1.1,287,6.7
Høvringen II,SN16271,21.04.2021 14:00,0,0.5,291,6.8
Høvringen II,SN16271,21.04.2021 15:00,0,0.4,295,6.4
Høvringen II,SN16271,21.04.2021 16:00,0,0.2,296,8
Høvringen II,SN16271,21.04.2021 17:00,0,-0.5,291,6.2
Høvringen II,SN16271,21.04.2021 18:00,0,-1.9,301,6.5
Høvringen II,SN16271,21.04.2021 19:00,0,-2.8,295,5.4
Høvringen II,SN16271,21.04.2021 20:00,0,-3.6,299,6.8
Høvringen II,SN16271,21.04.2021 21:00,0,-3.5,303,7
Høvringen II,SN16271,21.04.2021 22:00,0,-4.3,283,4.8
Høvringen II,SN16271,21.04.2021 23:00,0,-3.8,287,5.1
Høvringen II,SN16271,22.04.2021 00:00,0,-4.1,282,3.1
Høvringen II,SN16271,22.04.2021 01:00,0,-4,281,6.1
Høvringen II,SN16271,22.04.2021 02:00,0,-4.6,283,7.2
Høvringen II,SN16271,22.04.2021 03:00,0,-4.7,277,4.7
Høvringen II,SN16271,22.04.2021 04:00,0,-4.9,275,4.8
Høvringen II,SN16271,22.04.2021 05:00,0,-4.8,274,6
Høvringen II,SN16271,22.04.2021 06:00,0,-5.1,282,4.1
Høvringen II,SN16271,22.04.2021 07:00,0,-3.3,274,3.7
Høvringen II,SN16271,22.04.2021 08:00,0,-3.5,279,3.6
Høvringen II,SN16271,22.04.2021 09:00,0,-3.2,283,4.4
Høvringen II,SN16271,22.04.2021 10:00,0,-2.6,278,5.3
Høvringen II,SN16271,22.04.2021 11:00,0,-2.7,276,4.7
Høvringen II,SN16271,22.04.2021 12:00,0,-2.1,277,5.7
Høvringen II,SN16271,22.04.2021 13:00,0,-2.2,283,5.8
Høvringen II,SN16271,22.04.2021 14:00,0,-1.5,279,6.1
Høvringen II,SN16271,22.04.2021 15:00,0,-1.9,281,7.4
Høvringen II,SN16271,22.04.2021 16:00,0,-1.9,282,6.6
Høvringen II,SN16271,22.04.2021 17:00,0,-1.9,280,7.1
Høvringen II,SN16271,22.04.2021 18:00,0,-2.1,284,7.3
Høvringen II,SN16271,22.04.2021 19:00,0,-3.8,286,6.1
Høvringen II,SN16271,22.04.2021 20:00,0,-4.4,281,5.3
Høvringen II,SN16271,22.04.2021 21:00,0,-4.7,281,5
Høvringen II,SN16271,22.04.2021 22:00,0.1,-4.9,285,6.7
Høvringen II,SN16271,22.04.2021 23:00,0,-5,284,7.1
Høvringen II,SN16271,23.04.2021 00:00,0,-5.3,284,6.6
Høvringen II,SN16271,23.04.2021 01:00,0,-5.5,289,9
Høvringen II,SN16271,23.04.2021 02:00,0,-5.7,287,7.4
Høvringen II,SN16271,23.04.2021 03:00,0,-5.5,284,4.6
Høvringen II,SN16271,23.04.2021 04:00,0,-5.9,287,6.6
Høvringen II,SN16271,23.04.2021 05:00,0,-5.8,284,6.4
Høvringen II,SN16271,23.04.2021 06:00,0,-5.8,285,5.1
Høvringen II,SN16271,23.04.2021 07:00,0,-5.3,286,5.2
Høvringen II,SN16271,23.04.2021 08:00,0,-4.1,285,5.7
Høvringen II,SN16271,23.04.2021 09:00,0,-3.5,288,7.7
Høvringen II,SN16271,23.04.2021 10:00,0,-3.9,287,6.9
Høvringen II,SN16271,23.04.2021 11:00,0,-3,284,4.9
Høvringen II,SN16271,23.04.2021 12:00,0,-2.5,288,6.7
Høvringen II,SN16271,23.04.2021 13:00,0,-2.1,277,4.4
Høvringen II,SN16271,23.04.2021 14:00,0,-2.1,282,6
Høvringen II,SN16271,23.04.2021 15:00,0,-1.5,286,7
Høvringen II,SN16271,23.04.2021 16:00,0,-2.6,286,5.2
Høvringen II,SN16271,23.04.2021 17:00,0,-2.6,281,5.8
Høvringen II,SN16271,23.04.2021 18:00,0,-3.5,281,4
Høvringen II,SN16271,23.04.2021 19:00,0,-3.9,275,4.9
Høvringen II,SN16271,23.04.2021 20:00,0,-4.9,276,5.2
Høvringen II,SN16271,23.04.2021 21:00,0,-7,283,3
Høvringen II,SN16271,23.04.2021 22:00,0,-6.3,279,2.8
Høvringen II,SN16271,23.04.2021 23:00,0,-7.1,281,2.4
Høvringen II,SN16271,24.04.2021 00:00,0,-7.9,275,1.5
Høvringen II,SN16271,24.04.2021 01:00,0,-7.8,291,3.9
Høvringen II,SN16271,24.04.2021 02:00,0,-7.5,279,1.8
Høvringen II,SN16271,24.04.2021 03:00,0,-7.9,284,2.9
Høvringen II,SN16271,24.04.2021 04:00,0,-8,284,2.7
Høvringen II,SN16271,24.04.2021 05:00,0,-7.8,281,2.2
Høvringen II,SN16271,24.04.2021 06:00,0,-6,273,2.7
Høvringen II,SN16271,24.04.2021 07:00,0,-5.2,279,3.2
Høvringen II,SN16271,24.04.2021 08:00,0,-4.1,289,4.2
Høvringen II,SN16271,24.04.2021 09:00,0,-3.9,283,4.1
Høvringen II,SN16271,24.04.2021 10:00,0,-2.7,289,6
Høvringen II,SN16271,24.04.2021 11:00,0,-2.6,292,7.6
Høvringen II,SN16271,24.04.2021 12:00,0,-2.4,287,6.3
Høvringen II,SN16271,24.04.2021 13:00,0,-1.9,288,6.3
Høvringen II,SN16271,24.04.2021 14:00,0,-2.8,289,6.4
Høvringen II,SN16271,24.04.2021 15:00,0,-2.1,288,6.8
Høvringen II,SN16271,24.04.2021 16:00,0,-2.7,291,7.1
Høvringen II,SN16271,24.04.2021 17:00,0,-2.5,284,5.6
Høvringen II,SN16271,24.04.2021 18:00,0,-2.9,286,6.7
Høvringen II,SN16271,24.04.2021 19:00,0,-3.4,283,6.7
Høvringen II,SN16271,24.04.2021 20:00,0,-4.3,284,5.7
Høvringen II,SN16271,24.04.2021 21:00,0,-4.9,282,5.6
Høvringen II,SN16271,24.04.2021 22:00,0,-5.6,283,4.3
Høvringen II,SN16271,24.04.2021 23:00,0,-5.6,285,6.1
Høvringen II,SN16271,25.04.2021 00:00,0,-5.9,283,5.4
Høvringen II,SN16271,25.04.2021 01:00,0,-5.9,277,3.5
Høvringen II,SN16271,25.04.2021 02:00,0,-5.8,282,4.5
Høvringen II,SN16271,25.04.2021 03:00,0,-5.5,281,3.6
Høvringen II,SN16271,25.04.2021 04:00,0,-5.7,277,2.7
Høvringen II,SN16271,25.04.2021 05:00,0,-5.9,280,2.1
Høvringen II,SN16271,25.04.2021 06:00,0,-5.2,280,3
Høvringen II,SN16271,25.04.2021 07:00,0,-4.2,293,5.4
Høvringen II,SN16271,25.04.2021 08:00,0.1,-4,282,4.8
Høvringen II,SN16271,25.04.2021 09:00,0,-3.4,278,3.3
Høvringen II,SN16271,25.04.2021 10:00,0,-3,282,2.9
Høvringen II,SN16271,25.04.2021 11:00,0,-2.3,285,4.5
Høvringen II,SN16271,25.04.2021 12:00,0,-2.2,282,3.7
Høvringen II,SN16271,25.04.2021 13:00,0,-1.3,287,4
Høvringen II,SN16271,25.04.2021 14:00,0,-1.7,283,4
Høvringen II,SN16271,25.04.2021 15:00,0,-1.6,280,3.3
Høvringen II,SN16271,25.04.2021 16:00,0,-1.5,282,4.9
Høvringen II,SN16271,25.04.2021 17:00,0,-1.9,284,4.8
Høvringen II,SN16271,25.04.2021 18:00,0,-2.5,284,5.4
Høvringen II,SN16271,25.04.2021 19:00,0,-2.4,286,3.7
Høvringen II,SN16271,25.04.2021 20:00,0,-3.7,281,3
Høvringen II,SN16271,25.04.2021 21:00,0,-4.2,282,2.9
Høvringen II,SN16271,25.04.2021 22:00,0,-5,279,2.7
Høvringen II,SN16271,25.04.2021 23:00,0,-4.7,280,3.1
Høvringen II,SN16271,26.04.2021 00:00,0,-4.9,283,3.1
Høvringen II,SN16271,26.04.2021 01:00,0,-5,278,3.3
Høvringen II,SN16271,26.04.2021 02:00,0,-5.3,279,1.8
Høvringen II,SN16271,26.04.2021 03:00,0,-5.2,280,2.2
Høvringen II,SN16271,26.04.2021 04:00,0.1,-5.7,275,1.6
Høvringen II,SN16271,26.04.2021 05:00,0,-6.9,282,2.3
Høvringen II,SN16271,26.04.2021 06:00,0.1,-6.6,282,2.5
Høvringen II,SN16271,26.04.2021 07:00,0,-5.2,290,4.2
Høvringen II,SN16271,26.04.2021 08:00,0,-4.3,267,2.7
Høvringen II,SN16271,26.04.2021 09:00,0,-3.9,281,3.1
Høvringen II,SN16271,26.04.2021 10:00,0,-3.2,278,2.2
Høvringen II,SN16271,26.04.2021 11:00,0,-2.3,278,2.4
Høvringen II,SN16271,26.04.2021 12:00,0,-1.8,280,2.7
Høvringen II,SN16271,26.04.2021 13:00,0,-1.2,280,3
Høvringen II,SN16271,26.04.2021 14:00,0,0.1,274,2.4
Høvringen II,SN16271,26.04.2021 15:00,0,0.9,276,2.3
Høvringen II,SN16271,26.04.2021 16:00,0,1.1,278,2.7
Høvringen II,SN16271,26.04.2021 17:00,0,1.4,278,2.6
Høvringen II,SN16271,26.04.2021 18:00,0,1.2,278,2.6
Høvringen II,SN16271,26.04.2021 19:00,0,-0.6,281,2.6
Høvringen II,SN16271,26.04.2021 20:00,0,-2.8,278,2.1
Høvringen II,SN16271,26.04.2021 21:00,0,-5.3,271,0.8
Høvringen II,SN16271,26.04.2021 22:00,0,-6.1,275,1.6
Høvringen II,SN16271,26.04.2021 23:00,0,-7,272,1.1
Høvringen II,SN16271,27.04.2021 00:00,0,-7.3,268,1.3
Høvringen II,SN16271,27.04.2021 01:00,0,-8,271,1.4
Høvringen II,SN16271,27.04.2021 02:00,0,-8,285,3.2
Høvringen II,SN16271,27.04.2021 03:00,0,-9.2,277,1.6
Høvringen II,SN16271,27.04.2021 04:00,0,-9.1,261,1.9
Høvringen II,SN16271,27.04.2021 05:00,0,-9.6,272,1.4
Høvringen II,SN16271,27.04.2021 06:00,0,-7.8,265,1.1
Høvringen II,SN16271,27.04.2021 07:00,0,-5,269,0.5
Høvringen II,SN16271,27.04.2021 08:00,0,-2.9,269,0.6
Høvringen II,SN16271,27.04.2021 09:00,0,-3,266,3.2
Høvringen II,SN16271,27.04.2021 10:00,0,-0.7,274,1.5
Høvringen II,SN16271,27.04.2021 11:00,0,-1.3,279,2.7
Høvringen II,SN16271,27.04.2021 12:00,0,-0.4,283,4.1
Høvringen II,SN16271,27.04.2021 13:00,0,-0.8,282,3
Høvringen II,SN16271,27.04.2021 14:00,0,-0.1,291,4.1
Høvringen II,SN16271,27.04.2021 15:00,0,-0.5,289,3.8
Høvringen II,SN16271,27.04.2021 16:00,0,-0.1,286,3.4
Høvringen II,SN16271,27.04.2021 17:00,0,-0.4,288,3.5
Høvringen II,SN16271,27.04.2021 18:00,0,-0.7,290,4
Høvringen II,SN16271,27.04.2021 19:00,0,-2.2,285,3
Høvringen II,SN16271,27.04.2021 20:00,0,-3.4,286,3.5
Høvringen II,SN16271,27.04.2021 21:00,0,-5.7,290,4.5
Høvringen II,SN16271,27.04.2021 22:00,0,-6.3,276,1.7
Høvringen II,SN16271,27.04.2021 23:00,0,-7,265,2.1
Høvringen II,SN16271,28.04.2021 00:00,0,-8,273,1.3
Høvringen II,SN16271,28.04.2021 01:00,0,-8.4,268,1.3
Høvringen II,SN16271,28.04.2021 02:00,0,-8.3,267,1.1
Høvringen II,SN16271,28.04.2021 03:00,0,-7.9,270,0.6
Høvringen II,SN16271,28.04.2021 04:00,0,-9.2,269,1.1
Høvringen II,SN16271,28.04.2021 05:00,0,-8.6,262,2.3
Høvringen II,SN16271,28.04.2021 06:00,0,-6.8,267,1.9
Høvringen II,SN16271,28.04.2021 07:00,0,-4.9,268,0.4
Høvringen II,SN16271,28.04.2021 08:00,0,-3.4,263,1.5
Høvringen II,SN16271,28.04.2021 09:00,0,-1.1,272,0.7
Høvringen II,SN16271,28.04.2021 10:00,0,-1.4,261,2.3
Høvringen II,SN16271,28.04.2021 11:00,0,-1.6,272,3.1
Høvringen II,SN16271,28.04.2021 12:00,0,-0.6,278,2.9
Høvringen II,SN16271,28.04.2021 13:00,0,-0.8,281,2.7
Høvringen II,SN16271,28.04.2021 14:00,0,0,257,3.5
Høvringen II,SN16271,28.04.2021 15:00,0,-0.7,266,2.3
