Navn,Stasjon,Tid,Nedbør,Lufttemperatur,Vindretning,Middelvind
Høvringen II,SN16271,28.04.2021 16:00,0,-0.2,265,2.2
Høvringen II,SN16271,28.04.2021 17:00,0,-0.5,254,3.4
Høvringen II,SN16271,28.04.2021 18:00,0,-0.6,261,3.7
Høvringen II,SN16271,28.04.2021 19:00,0,-2.1,267,2.6
Høvringen II,SN16271,28.04.2021 20:00,0,-4.1,260,2.2
Høvringen II,SN16271,28.04.2021 21:00,0,-3.9,272,2.7
Høvringen II,SN16271,28.04.2021 22:00,0,-3.7,261,2.4
Høvringen II,SN16271,28.04.2021 23:00,0,-3.5,266,1
Høvringen II,SN16271,29.04.2021 00:00,0,-4.2,265,1.3
Høvringen II,SN16271,29.04.2021 01:00,0,-4.7,264,1.7
Høvringen II,SN16271,29.04.2021 02:00,0,-7.3,272,1.2
Høvringen II,SN16271,29.04.2021 03:00,0,-8.1,271,1.8
Høvringen II,SN16271,29.04.2021 04:00,0,-9.3,276,1.7
Høvringen II,SN16271,29.04.2021 05:00,0,-9.4,272,1.2
Høvringen II,SN16271,29.04.2021 06:00,0,-7.8,274,1.3
Høvringen II,SN16271,29.04.2021 07:00,0,-5.4,272,0.7
Høvringen II,SN16271,29.04.2021 08:00,0,-1.9,268,0.6
Høvringen II,SN16271,29.04.2021 09:00,0,-1.7,268,1.2
Høvringen II,SN16271,29.04.2021 10:00,0,-0.1,266,1
Høvringen II,SN16271,29.04.2021 11:00,0,0.8,273,1.6
Høvringen II,SN16271,29.04.2021 12:00,0,0.2,277,2.6
Høvringen II,SN16271,29.04.2021 13:00,0,0.3,282,3.2
Høvringen II,SN16271,29.04.2021 14:00,0,0.5,281,3.3
Høvringen II,SN16271,29.04.2021 15:00,0,0.4,282,3.4
Høvringen II,SN16271,29.04.2021 16:00,0,0.3,287,4.7
Høvringen II,SN16271,29.04.2021 17:00,0,0,290,4.2
Høvringen II,SN16271,29.04.2021 18:00,0,-0.5,289,4.1
Høvringen II,SN16271,29.04.2021 19:00,0,-1.9,294,4.8
Høvringen II,SN16271,29.04.2021 20:00,0,-3.2,298,5.4
Høvringen II,SN16271,29.04.2021 21:00,0,-5.4,296,5.5
Høvringen II,SN16271,29.04.2021 22:00,0,-5.6,286,3.9
Høvringen II,SN16271,29.04.2021 23:00,0,-6.2,269,0.9
Høvringen II,SN16271,30.04.2021 00:00,0,-7,273,1.7
Høvringen II,SN16271,30.04.2021 01:00,0,-8,268,0.7
Høvringen II,SN16271,30.04.2021 02:00,0,-9,270,0.9
Høvringen II,SN16271,30.04.2021 03:00,0,-9.8,275,1.4
Høvringen II,SN16271,30.04.2021 04:00,0,-10.4,271,0.4
Høvringen II,SN16271,30.04.2021 05:00,0,-10.4,274,1.3
Høvringen II,SN16271,30.04.2021 06:00,0,-8.2,272,1.1
Høvringen II,SN16271,30.04.2021 07:00,0,-6,274,1.5
Høvringen II,SN16271,30.04.2021 08:00,0,-4,272,2.4
Høvringen II,SN16271,30.04.2021 09:00,0,-3.1,277,3.1
Høvringen II,SN16271,30.04.2021 10:00,0,-2,276,2.9
Høvringen II,SN16271,30.04.2021 11:00,0,-1,274,2.3
Høvringen II,SN16271,30.04.2021 12:00,0,-0.4,272,2.4
Høvringen II,SN16271,30.04.2021 13:00,0,-0.3,282,2.9
Høvringen II,SN16271,30.04.2021 14:00,0,0.1,282,2.9
Høvringen II,SN16271,30.04.2021 15:00,0,0.1,284,3.4
Høvringen II,SN16271,30.04.2021 16:00,0,0.2,285,3.7
Høvringen II,SN16271,30.04.2021 17:00,0,0.1,289,4.6
Høvringen II,SN16271,30.04.2021 18:00,0,-0.4,286,3.9
Høvringen II,SN16271,30.04.2021 19:00,0,-1.4,281,2.7
Høvringen II,SN16271,30.04.2021 20:00,0,-3,278,2.1
Høvringen II,SN16271,30.04.2021 21:00,0,-5.4,270,0.8
Høvringen II,SN16271,30.04.2021 22:00,0,-6,270,0.9
Høvringen II,SN16271,30.04.2021 23:00,0,-6.9,272,1.1
Høvringen II,SN16271,01.05.2021 00:00,0,-6.7,275,2.1
Høvringen II,SN16271,01.05.2021 01:00,0,-8.3,267,1
Høvringen II,SN16271,01.05.2021 02:00,0,-8.7,271,1.1
Høvringen II,SN16271,01.05.2021 03:00,0,-8.7,267,1
Høvringen II,SN16271,01.05.2021 04:00,0,-9.5,272,1.1
Høvringen II,SN16271,01.05.2021 05:00,0,-9.3,270,0.6
Høvringen II,SN16271,01.05.2021 06:00,0,-7,272,0.9
Høvringen II,SN16271,01.05.2021 07:00,0,-5.1,267,0.7
Høvringen II,SN16271,01.05.2021 08:00,0,-3,269,0.3
Høvringen II,SN16271,01.05.2021 09:00,0,-1.5,268,0.6
Høvringen II,SN16271,01.05.2021 10:00,0,-0.1,268,0.8
Høvringen II,SN16271,01.05.2021 11:00,0,-0.1,269,2.4
Høvringen II,SN16271,01.05.2021 12:00,0,0.3,271,2.1
Høvringen II,SN16271,01.05.2021 13:00,0,1.5,269,3.3
Høvringen II,SN16271,01.05.2021 14:00,0,1.4,278,3
Høvringen II,SN16271,01.05.2021 15:00,0,2.3,276,2.6
Høvringen II,SN16271,01.05.2021 16:00,0,2,273,3.4
Høvringen II,SN16271,01.05.2021 17:00,0,2.3,273,1.5
Høvringen II,SN16271,01.05.2021 18:00,0,1.2,272,3.6
Høvringen II,SN16271,01.05.2021 19:00,0,0.5,286,4.1
Høvringen II,SN16271,01.05.2021 20:00,0,-1.2,282,3.3
Høvringen II,SN16271,01.05.2021 21:00,0,-2.4,270,0.6
Høvringen II,SN16271,01.05.2021 22:00,0,-3.2,269,0.5
Høvringen II,SN16271,01.05.2021 23:00,0,-4.8,274,1.3
Høvringen II,SN16271,02.05.2021 00:00,0,-5,272,1.3
Høvringen II,SN16271,02.05.2021 01:00,0,-4.5,266,1.7
Høvringen II,SN16271,02.05.2021 02:00,0,-4.1,269,1.5
Høvringen II,SN16271,02.05.2021 03:00,0,-4.8,274,1.3
Høvringen II,SN16271,02.05.2021 04:00,0,-5.1,270,0.5
Høvringen II,SN16271,02.05.2021 05:00,0,-5.7,273,1.8
Høvringen II,SN16271,02.05.2021 06:00,0,-4.3,269,0.4
Høvringen II,SN16271,02.05.2021 07:00,0,-2.3,264,1.7
Høvringen II,SN16271,02.05.2021 08:00,0,0.2,263,1.9
Høvringen II,SN16271,02.05.2021 09:00,0,1,269,1.4
Høvringen II,SN16271,02.05.2021 10:00,0,0.8,275,2.5
Høvringen II,SN16271,02.05.2021 11:00,0,1,275,1.8
Høvringen II,SN16271,02.05.2021 12:00,0,3.4,268,0.9
Høvringen II,SN16271,02.05.2021 13:00,0.1,1.3,281,2.9
Høvringen II,SN16271,02.05.2021 14:00,0,1.8,277,2.8
Høvringen II,SN16271,02.05.2021 15:00,0.1,2,275,1.3
Høvringen II,SN16271,02.05.2021 16:00,0,2,267,1.2
Høvringen II,SN16271,02.05.2021 17:00,0,1.4,275,2.2
Høvringen II,SN16271,02.05.2021 18:00,0,0.4,277,2.5
Høvringen II,SN16271,02.05.2021 19:00,0.1,1,276,1.7
Høvringen II,SN16271,02.05.2021 20:00,0,-1.3,280,3.5
Høvringen II,SN16271,02.05.2021 21:00,0.1,-1.5,285,5.3
Høvringen II,SN16271,02.05.2021 22:00,0,-3.5,269,1.5
Høvringen II,SN16271,02.05.2021 23:00,0,-5.1,273,1.1
Høvringen II,SN16271,03.05.2021 00:00,0,-5,273,1.3
Høvringen II,SN16271,03.05.2021 01:00,0,-5.9,273,1.2
Høvringen II,SN16271,03.05.2021 02:00,0,-5.3,270,1.1
Høvringen II,SN16271,03.05.2021 03:00,0,-4.7,269,1.2
Høvringen II,SN16271,03.05.2021 04:00,0,-5.3,271,0.6
Høvringen II,SN16271,03.05.2021 05:00,0.1,-3.7,268,1.3
Høvringen II,SN16271,03.05.2021 06:00,0,-2.7,271,0.5
Høvringen II,SN16271,03.05.2021 07:00,0,-2,267,0.8
Høvringen II,SN16271,03.05.2021 08:00,0,-0.2,268,0.6
Høvringen II,SN16271,03.05.2021 09:00,0,-0.4,264,1.5
Høvringen II,SN16271,03.05.2021 10:00,0,0.7,265,1.6
Høvringen II,SN16271,03.05.2021 11:00,0,0.8,267,1.3
Høvringen II,SN16271,03.05.2021 12:00,0,1.7,269,2.1
Høvringen II,SN16271,03.05.2021 13:00,0,2.6,266,1.9
Høvringen II,SN16271,03.05.2021 14:00,0,1,260,2.8
Høvringen II,SN16271,03.05.2021 15:00,0,1.2,259,2.9
Høvringen II,SN16271,03.05.2021 16:00,0,1.4,269,4.1
Høvringen II,SN16271,03.05.2021 17:00,0,2,267,1
Høvringen II,SN16271,03.05.2021 18:00,0,1.6,272,1.2
Høvringen II,SN16271,03.05.2021 19:00,0,0.3,265,3.4
Høvringen II,SN16271,03.05.2021 20:00,0,-0.6,262,4.6
Høvringen II,SN16271,03.05.2021 21:00,0,-1.1,255,4.9
Høvringen II,SN16271,03.05.2021 22:00,0,-1.2,258,4
Høvringen II,SN16271,03.05.2021 23:00,0,-1.9,273,1.2
Høvringen II,SN16271,04.05.2021 00:00,0.4,-2.1,268,0.6
Høvringen II,SN16271,04.05.2021 01:00,0.3,-2.2,270,0.6
Høvringen II,SN16271,04.05.2021 02:00,0.6,-2.3,269,0.6
Høvringen II,SN16271,04.05.2021 03:00,0.3,-2.5,266,2.4
Høvringen II,SN16271,04.05.2021 04:00,1.2,-2.7,272,0.8
Høvringen II,SN16271,04.05.2021 05:00,0.1,-1.8,254,4.5
Høvringen II,SN16271,04.05.2021 06:00,1.6,-1.8,255,3.9
Høvringen II,SN16271,04.05.2021 07:00,0,-1.8,257,3.4
Høvringen II,SN16271,04.05.2021 08:00,0,-1,257,3.2
Høvringen II,SN16271,04.05.2021 09:00,0,-1.1,256,3.8
Høvringen II,SN16271,04.05.2021 10:00,0,-0.9,261,2.8
Høvringen II,SN16271,04.05.2021 11:00,0.3,0.2,255,4.2
Høvringen II,SN16271,04.05.2021 12:00,0.3,-0.2,248,5.4
Høvringen II,SN16271,04.05.2021 13:00,0.2,0.2,253,4.3
Høvringen II,SN16271,04.05.2021 14:00,0,0,255,6.4
Høvringen II,SN16271,04.05.2021 15:00,0,0.2,260,6.2
Høvringen II,SN16271,04.05.2021 16:00,0,0.5,255,5.6
Høvringen II,SN16271,04.05.2021 17:00,0,-0.1,258,7.6
Høvringen II,SN16271,04.05.2021 18:00,0.1,-0.5,251,7.7
Høvringen II,SN16271,04.05.2021 19:00,0.1,-0.5,253,7.4
Høvringen II,SN16271,04.05.2021 20:00,0,-1,251,7.2
Høvringen II,SN16271,04.05.2021 21:00,0.5,-1.1,255,7
Høvringen II,SN16271,04.05.2021 22:00,0,-1,252,7.9
Høvringen II,SN16271,04.05.2021 23:00,0.1,-1.5,235,10.8
Høvringen II,SN16271,05.05.2021 00:00,0.1,-1.9,262,9
Høvringen II,SN16271,05.05.2021 01:00,0.1,-2.2,250,10.4
Høvringen II,SN16271,05.05.2021 02:00,0.1,-2.2,239,9.6
Høvringen II,SN16271,05.05.2021 03:00,0,-2.7,226,10.4
Høvringen II,SN16271,05.05.2021 04:00,0.1,-2.5,273,5
Høvringen II,SN16271,05.05.2021 05:00,0,-2.6,255,6.7
Høvringen II,SN16271,05.05.2021 06:00,0,-2.1,264,3.9
Høvringen II,SN16271,05.05.2021 07:00,0,-1.9,261,2.7
Høvringen II,SN16271,05.05.2021 08:00,0,-0.2,267,1.1
Høvringen II,SN16271,05.05.2021 09:00,0,0,250,4.9
Høvringen II,SN16271,05.05.2021 10:00,0,-0.2,241,6.9
Høvringen II,SN16271,05.05.2021 11:00,0,0.1,248,5.8
Høvringen II,SN16271,05.05.2021 12:00,0,-0.1,257,6.9
Høvringen II,SN16271,05.05.2021 13:00,0,0.3,265,5.2
Høvringen II,SN16271,05.05.2021 14:00,0,0.5,261,4.7
Høvringen II,SN16271,05.05.2021 15:00,0,0.9,266,2.4
Høvringen II,SN16271,05.05.2021 16:00,0,0.8,267,3.3
Høvringen II,SN16271,05.05.2021 17:00,0,-0.2,257,5.9
Høvringen II,SN16271,05.05.2021 18:00,0,-1.1,252,7.1
Høvringen II,SN16271,05.05.2021 19:00,0,-1.6,251,5.4
Høvringen II,SN16271,05.05.2021 20:00,0,-1.7,258,4.1
Høvringen II,SN16271,05.05.2021 21:00,0,-2.3,258,4.9
Høvringen II,SN16271,05.05.2021 22:00,0,-2.6,272,1.4
Høvringen II,SN16271,05.05.2021 23:00,0,-4.1,262,2.2
Høvringen II,SN16271,06.05.2021 00:00,0,-5.7,266,1.7
Høvringen II,SN16271,06.05.2021 01:00,0,-6.4,271,1.2
Høvringen II,SN16271,06.05.2021 02:00,0,-7,270,1.6
Høvringen II,SN16271,06.05.2021 03:00,0,-7,267,1
Høvringen II,SN16271,06.05.2021 04:00,0,-8.5,269,0.7
Høvringen II,SN16271,06.05.2021 05:00,0,-7.9,264,2
Høvringen II,SN16271,06.05.2021 06:00,0,-6.7,265,1.3
Høvringen II,SN16271,06.05.2021 07:00,0,-3.9,271,1.1
Høvringen II,SN16271,06.05.2021 08:00,0,-2.9,270,1.9
Høvringen II,SN16271,06.05.2021 09:00,0,-2.4,270,2.2
Høvringen II,SN16271,06.05.2021 10:00,0,-2.7,268,3.7
Høvringen II,SN16271,06.05.2021 11:00,0,-1.4,279,3.6
Høvringen II,SN16271,06.05.2021 12:00,0,-1,280,3.6
Høvringen II,SN16271,06.05.2021 13:00,0,-0.2,279,3.6
Høvringen II,SN16271,06.05.2021 14:00,0,0.6,274,2.9
Høvringen II,SN16271,06.05.2021 15:00,0,0.3,282,3.7
Høvringen II,SN16271,06.05.2021 16:00,0,0.3,284,4.3
Høvringen II,SN16271,06.05.2021 17:00,0,0.4,287,4.7
Høvringen II,SN16271,06.05.2021 18:00,0,-0.2,285,4.2
Høvringen II,SN16271,06.05.2021 19:00,0,-1.7,292,5.5
Høvringen II,SN16271,06.05.2021 20:00,0,-2.7,289,5
Høvringen II,SN16271,06.05.2021 21:00,0,-4.1,294,6.1
Høvringen II,SN16271,06.05.2021 22:00,0,-5.4,265,1.4
Høvringen II,SN16271,06.05.2021 23:00,0,-7.5,265,1.6
Høvringen II,SN16271,07.05.2021 00:00,0,-7.4,268,1.2
Høvringen II,SN16271,07.05.2021 01:00,0,-8,266,1.7
Høvringen II,SN16271,07.05.2021 02:00,0,-8.8,267,2.7
Høvringen II,SN16271,07.05.2021 03:00,0,-10.1,268,2
Høvringen II,SN16271,07.05.2021 04:00,0,-10.9,268,0.9
Høvringen II,SN16271,07.05.2021 05:00,0,-9.5,286,4.8
Høvringen II,SN16271,07.05.2021 06:00,0,-7.1,273,1.6
Høvringen II,SN16271,07.05.2021 07:00,0,-5.8,271,0.9
Høvringen II,SN16271,07.05.2021 08:00,0,-2.7,271,1.1
Høvringen II,SN16271,07.05.2021 09:00,0,-1.6,266,1.1
Høvringen II,SN16271,07.05.2021 10:00,0,-0.7,266,1.3
Høvringen II,SN16271,07.05.2021 11:00,0,-0.9,276,1.7
Høvringen II,SN16271,07.05.2021 12:00,0,-0.2,269,2.2
Høvringen II,SN16271,07.05.2021 13:00,0,0.2,282,3.1
Høvringen II,SN16271,07.05.2021 14:00,0,0.8,284,3.8
Høvringen II,SN16271,07.05.2021 15:00,0,1.4,280,3.6
Høvringen II,SN16271,07.05.2021 16:00,0,1.6,282,3.1
Høvringen II,SN16271,07.05.2021 17:00,0,1.4,286,4
Høvringen II,SN16271,07.05.2021 18:00,0,1,284,3.6
Høvringen II,SN16271,07.05.2021 19:00,0,0,282,3
Høvringen II,SN16271,07.05.2021 20:00,0,-3.1,283,3.6
Høvringen II,SN16271,07.05.2021 21:00,0,-4.6,272,1.1
Høvringen II,SN16271,07.05.2021 22:00,0,-5.2,283,4.4
Høvringen II,SN16271,07.05.2021 23:00,0,-6.2,273,1.1
Høvringen II,SN16271,08.05.2021 00:00,0,-7.5,271,0.7
Høvringen II,SN16271,08.05.2021 01:00,0,-8.2,270,1
Høvringen II,SN16271,08.05.2021 02:00,0,-6.7,266,1.7
Høvringen II,SN16271,08.05.2021 03:00,0,-6.6,268,1.7
Høvringen II,SN16271,08.05.2021 04:00,0,-6,272,0.8
Høvringen II,SN16271,08.05.2021 05:00,0,-6.2,265,1.4
Høvringen II,SN16271,08.05.2021 06:00,0,-4.3,266,1.4
Høvringen II,SN16271,08.05.2021 07:00,0,-3.5,275,1.9
Høvringen II,SN16271,08.05.2021 08:00,0,-1,268,0.9
Høvringen II,SN16271,08.05.2021 09:00,0,-1,272,2.5
Høvringen II,SN16271,08.05.2021 10:00,0,-0.2,268,2.2
Høvringen II,SN16271,08.05.2021 11:00,0,0.4,264,3.2
Høvringen II,SN16271,08.05.2021 12:00,0,1.4,265,4
Høvringen II,SN16271,08.05.2021 13:00,0,1.4,272,3.5
Høvringen II,SN16271,08.05.2021 14:00,0,1.1,280,2.9
Høvringen II,SN16271,08.05.2021 15:00,0,2.1,270,4.3
Høvringen II,SN16271,08.05.2021 16:00,0,2.4,273,3.2
Høvringen II,SN16271,08.05.2021 17:00,0,3.7,266,2.8
Høvringen II,SN16271,08.05.2021 18:00,0,2.8,269,3.4
Høvringen II,SN16271,08.05.2021 19:00,0,3,269,2.2
Høvringen II,SN16271,08.05.2021 20:00,0,0.4,277,1.8
Høvringen II,SN16271,08.05.2021 21:00,0,-1.3,261,3.1
Høvringen II,SN16271,08.05.2021 22:00,0,-2.8,257,3.8
Høvringen II,SN16271,08.05.2021 23:00,0,-3.6,251,5.1
Høvringen II,SN16271,09.05.2021 00:00,0,-2.7,253,4.3
Høvringen II,SN16271,09.05.2021 01:00,0,-2.5,264,3.8
Høvringen II,SN16271,09.05.2021 02:00,0,-1.8,260,2.7
Høvringen II,SN16271,09.05.2021 03:00,0,-1.1,259,6
Høvringen II,SN16271,09.05.2021 04:00,0,-1.4,255,5.8
Høvringen II,SN16271,09.05.2021 05:00,0,-1.9,256,6.1
Høvringen II,SN16271,09.05.2021 06:00,0.1,-1.5,255,5.7
Høvringen II,SN16271,09.05.2021 07:00,0.1,-1.1,247,6.7
Høvringen II,SN16271,09.05.2021 08:00,0,-0.9,247,6
Høvringen II,SN16271,09.05.2021 09:00,0,-0.9,253,7
Høvringen II,SN16271,09.05.2021 10:00,0,-0.3,245,7.1
Høvringen II,SN16271,09.05.2021 11:00,0,-0.1,239,8.7
Høvringen II,SN16271,09.05.2021 12:00,0.1,-0.2,246,6.7
Høvringen II,SN16271,09.05.2021 13:00,0.1,-0.2,242,8.2
Høvringen II,SN16271,09.05.2021 14:00,0.3,0.2,235,8.2
Høvringen II,SN16271,09.05.2021 15:00,0,0.1,249,5.5
Høvringen II,SN16271,09.05.2021 16:00,0,0.5,253,5.4
Høvringen II,SN16271,09.05.2021 17:00,0,0.6,260,4.5
Høvringen II,SN16271,09.05.2021 18:00,0,0.6,258,4.1
Høvringen II,SN16271,09.05.2021 19:00,0,0.4,259,4.5
Høvringen II,SN16271,09.05.2021 20:00,0,0.5,261,3.5
Høvringen II,SN16271,09.05.2021 21:00,0,0.2,262,4
Høvringen II,SN16271,09.05.2021 22:00,0,0.2,264,4.7
Høvringen II,SN16271,09.05.2021 23:00,0,0.3,264,5.6
Høvringen II,SN16271,10.05.2021 00:00,0.1,0.7,260,6.1
Høvringen II,SN16271,10.05.2021 01:00,0,0.6,261,3.5
Høvringen II,SN16271,10.05.2021 02:00,0,0.7,266,3.3
Høvringen II,SN16271,10.05.2021 03:00,0,0.7,260,3.4
Høvringen II,SN16271,10.05.2021 04:00,0,0.8,263,3.8
Høvringen II,SN16271,10.05.2021 05:00,0,0.8,262,2.4
Høvringen II,SN16271,10.05.2021 06:00,0,1.4,257,4.2
Høvringen II,SN16271,10.05.2021 07:00,0.1,1.8,259,3.5
Høvringen II,SN16271,10.05.2021 08:00,0,1.9,259,3
Høvringen II,SN16271,10.05.2021 09:00,0,2.7,261,2.6
Høvringen II,SN16271,10.05.2021 10:00,0,3,264,2
Høvringen II,SN16271,10.05.2021 11:00,0,3.7,256,4.4
Høvringen II,SN16271,10.05.2021 12:00,0,5,266,1.7
Høvringen II,SN16271,10.05.2021 13:00,0,5.1,268,1.7
Høvringen II,SN16271,10.05.2021 14:00,0,6.2,262,2.4
Høvringen II,SN16271,10.05.2021 15:00,0,5.2,255,4.2
Høvringen II,SN16271,10.05.2021 16:00,0,4.7,252,5.6
Høvringen II,SN16271,10.05.2021 17:00,0,4.6,256,5.6
Høvringen II,SN16271,10.05.2021 18:00,0.3,4.6,251,6.8
Høvringen II,SN16271,10.05.2021 19:00,1.1,4.8,261,6.5
Høvringen II,SN16271,10.05.2021 20:00,3.9,5.1,258,5.8
Høvringen II,SN16271,10.05.2021 21:00,0.8,5.3,235,8.2
Høvringen II,SN16271,10.05.2021 22:00,0.3,5.3,248,5.9
Høvringen II,SN16271,10.05.2021 23:00,0,4.5,241,7.1
Høvringen II,SN16271,11.05.2021 00:00,0,4.2,236,7.9
Høvringen II,SN16271,11.05.2021 01:00,0,3.9,242,6.5
Høvringen II,SN16271,11.05.2021 02:00,0,3.6,241,6.7
Høvringen II,SN16271,11.05.2021 03:00,0,3.4,250,4.9
Høvringen II,SN16271,11.05.2021 04:00,0,2.7,246,5.9
Høvringen II,SN16271,11.05.2021 05:00,0,3.1,238,7.4
Høvringen II,SN16271,11.05.2021 06:00,0,4.5,237,7.7
Høvringen II,SN16271,11.05.2021 07:00,0,4.5,231,8.9
Høvringen II,SN16271,11.05.2021 08:00,0,4.8,242,7
Høvringen II,SN16271,11.05.2021 09:00,0,5.3,242,7
Høvringen II,SN16271,11.05.2021 10:00,0,6.4,239,7.3
Høvringen II,SN16271,11.05.2021 11:00,0,7.3,243,6.7
Høvringen II,SN16271,11.05.2021 12:00,0,8.7,255,4.4
Høvringen II,SN16271,11.05.2021 13:00,0,8.8,246,5.8
Høvringen II,SN16271,11.05.2021 14:00,0,8.8,252,4.4
Høvringen II,SN16271,11.05.2021 15:00,0,9.2,250,4.9
Høvringen II,SN16271,11.05.2021 16:00,0,9.6,254,4
Høvringen II,SN16271,11.05.2021 17:00,0,9.7,251,4.5
Høvringen II,SN16271,11.05.2021 18:00,0,9.3,259,3.3
Høvringen II,SN16271,11.05.2021 19:00,0,7.9,263,3.1
Høvringen II,SN16271,11.05.2021 20:00,0,6.2,261,4.8
Høvringen II,SN16271,11.05.2021 21:00,0,4.4,265,5.9
Høvringen II,SN16271,11.05.2021 22:00,0,3.7,262,3.9
Høvringen II,SN16271,11.05.2021 23:00,0,3.7,257,4.6
Høvringen II,SN16271,12.05.2021 00:00,0,2,255,3.8
Høvringen II,SN16271,12.05.2021 01:00,0,2.4,255,3.9
Høvringen II,SN16271,12.05.2021 02:00,0,0.5,273,1.2
Høvringen II,SN16271,12.05.2021 03:00,0,0.5,268,1.6
Høvringen II,SN16271,12.05.2021 04:00,0,0.7,270,0.9
Høvringen II,SN16271,12.05.2021 05:00,0,1.8,272,1.1
Høvringen II,SN16271,12.05.2021 06:00,0,3.4,271,0.7
Høvringen II,SN16271,12.05.2021 07:00,0,4.9,268,0.6
Høvringen II,SN16271,12.05.2021 08:00,0,5,266,1.7
Høvringen II,SN16271,12.05.2021 09:00,0,5.7,266,1.1
Høvringen II,SN16271,12.05.2021 10:00,0,6.4,268,1
Høvringen II,SN16271,12.05.2021 11:00,0,7.6,269,0.4
Høvringen II,SN16271,12.05.2021 12:00,0,6.3,276,7.3
Høvringen II,SN16271,12.05.2021 13:00,0,4.9,267,1.9
Høvringen II,SN16271,12.05.2021 14:00,0.4,5,296,6.7
Høvringen II,SN16271,12.05.2021 15:00,2.1,4.5,287,5.2
Høvringen II,SN16271,12.05.2021 16:00,0.7,3.8,266,3.2
Høvringen II,SN16271,12.05.2021 17:00,0.4,3.2,271,2.1
Høvringen II,SN16271,12.05.2021 18:00,0.1,3.2,268,2.7
Høvringen II,SN16271,12.05.2021 19:00,0.1,3,268,2
Høvringen II,SN16271,12.05.2021 20:00,0.3,2.8,268,2
Høvringen II,SN16271,12.05.2021 21:00,0.2,2.5,269,0.4
Høvringen II,SN16271,12.05.2021 22:00,0.1,2.2,270,0.3
Høvringen II,SN16271,12.05.2021 23:00,0,2.3,269,0.4
Høvringen II,SN16271,13.05.2021 00:00,0,2.2,271,0.8
Høvringen II,SN16271,13.05.2021 01:00,0,1.4,271,0.8
Høvringen II,SN16271,13.05.2021 02:00,0,0.9,270,1.1
Høvringen II,SN16271,13.05.2021 03:00,0,1.7,268,0.8
Høvringen II,SN16271,13.05.2021 04:00,0,2.3,268,0.5
Høvringen II,SN16271,13.05.2021 05:00,0,2.5,270,0.7
Høvringen II,SN16271,13.05.2021 06:00,0,3.4,269,1.2
Høvringen II,SN16271,13.05.2021 07:00,0,3.8,268,1.6
Høvringen II,SN16271,13.05.2021 08:00,0,4.6,269,1.3
Høvringen II,SN16271,13.05.2021 09:00,0,5.4,267,1.5
Høvringen II,SN16271,13.05.2021 10:00,0,6.3,267,2.3
Høvringen II,SN16271,13.05.2021 11:00,0,7.5,273,1.7
Høvringen II,SN16271,13.05.2021 12:00,0,8.1,272,2.5
Høvringen II,SN16271,13.05.2021 13:00,0,9.3,276,1.9
Høvringen II,SN16271,13.05.2021 14:00,0,9.6,271,1.4
Høvringen II,SN16271,13.05.2021 15:00,0,9.1,260,2.8
Høvringen II,SN16271,13.05.2021 16:00,0,9,274,2.4
Høvringen II,SN16271,13.05.2021 17:00,0,8.9,278,2.8
Høvringen II,SN16271,13.05.2021 18:00,0,8.1,272,0.9
Høvringen II,SN16271,13.05.2021 19:00,0,6.5,270,0.6
Høvringen II,SN16271,13.05.2021 20:00,0,5.1,272,1.3
Høvringen II,SN16271,13.05.2021 21:00,0,4,271,1.3
Høvringen II,SN16271,13.05.2021 22:00,0,4.6,266,1.2
Høvringen II,SN16271,13.05.2021 23:00,0,4.2,269,0.6
Høvringen II,SN16271,14.05.2021 00:00,0,4.1,270,1
Høvringen II,SN16271,14.05.2021 01:00,0,3.8,268,1.1
Høvringen II,SN16271,14.05.2021 02:00,0.1,4.1,271,0.8
Høvringen II,SN16271,14.05.2021 03:00,0.9,3.5,273,1.5
Høvringen II,SN16271,14.05.2021 04:00,0.5,3.7,263,2.8
Høvringen II,SN16271,14.05.2021 05:00,0,5.5,273,1
Høvringen II,SN16271,14.05.2021 06:00,0,7.3,273,1.1
Høvringen II,SN16271,14.05.2021 07:00,0,8.3,269,1.3
Høvringen II,SN16271,14.05.2021 08:00,0,10.6,270,0.6
Høvringen II,SN16271,14.05.2021 09:00,0,9.2,265,3.7
Høvringen II,SN16271,14.05.2021 10:00,0,11,259,4.2
Høvringen II,SN16271,14.05.2021 11:00,0,11.2,263,6.2
Høvringen II,SN16271,14.05.2021 12:00,0,12.1,257,5.2
Høvringen II,SN16271,14.05.2021 13:00,0,11.8,265,4.2
Høvringen II,SN16271,14.05.2021 14:00,0,11.8,265,3.4
Høvringen II,SN16271,14.05.2021 15:00,0,13.5,265,1.8
Høvringen II,SN16271,14.05.2021 16:00,0,13.8,279,3.6
Høvringen II,SN16271,14.05.2021 17:00,0,14.4,275,2.6
Høvringen II,SN16271,14.05.2021 18:00,0,14,273,2.7
Høvringen II,SN16271,14.05.2021 19:00,0,11.4,273,0.8
Høvringen II,SN16271,14.05.2021 20:00,0,8.3,265,2.2
Høvringen II,SN16271,14.05.2021 21:00,0,7.1,282,4.7
Høvringen II,SN16271,14.05.2021 22:00,0.5,7.9,261,5.4
Høvringen II,SN16271,14.05.2021 23:00,0.6,7.1,253,5.7
Høvringen II,SN16271,15.05.2021 00:00,0,7.3,266,4.6
Høvringen II,SN16271,15.05.2021 01:00,0,6.8,264,4
Høvringen II,SN16271,15.05.2021 02:00,0,7.1,271,5.5
